Date,Close
1/2/2015 16:00:00,105.5
1/5/2015 16:00:00,103.75
1/6/2015 16:00:00,102.17
1/7/2015 16:00:00,105.18
1/8/2015 16:00:00,105.14
1/9/2015 16:00:00,103.45
1/12/2015 16:00:00,89.01
1/13/2015 16:00:00,86.3
1/14/2015 16:00:00,86.74
1/15/2015 16:00:00,85.7
1/16/2015 16:00:00,88.4
1/20/2015 16:00:00,89.94
1/21/2015 16:00:00,89.98
1/22/2015 16:00:00,90.97
1/23/2015 16:00:00,91.08
1/26/2015 16:00:00,91.05
1/27/2015 16:00:00,90.29
1/28/2015 16:00:00,88.69
1/29/2015 16:00:00,89.11
1/30/2015 16:00:00,86.64
2/2/2015 16:00:00,87.12
2/3/2015 16:00:00,90
2/4/2015 16:00:00,88.42
2/5/2015 16:00:00,87.98
2/6/2015 16:00:00,86.62
2/9/2015 16:00:00,87.63
2/10/2015 16:00:00,89.67
2/11/2015 16:00:00,87.69
2/12/2015 16:00:00,88.1
2/13/2015 16:00:00,89.05
2/17/2015 16:00:00,89.35
2/18/2015 16:00:00,89.3
2/19/2015 16:00:00,88.65
2/20/2015 16:00:00,90.2
2/23/2015 16:00:00,89.99
2/24/2015 16:00:00,89.52
2/25/2015 16:00:00,89.76
2/26/2015 16:00:00,88.7
2/27/2015 16:00:00,88.22
3/2/2015 16:00:00,90.6
3/3/2015 16:00:00,88.94
3/4/2015 16:00:00,86.79
3/5/2015 16:00:00,86.98
3/6/2015 16:00:00,85.17
3/9/2015 16:00:00,84.41
3/10/2015 16:00:00,83.44
3/11/2015 16:00:00,84.2
3/12/2015 16:00:00,86.3
3/13/2015 16:00:00,85.79
3/16/2015 16:00:00,85.77
3/17/2015 16:00:00,84.98
3/18/2015 16:00:00,85.45
3/19/2015 16:00:00,86.37
3/20/2015 16:00:00,82.93
3/23/2015 16:00:00,87.74
3/24/2015 16:00:00,88.05
3/25/2015 16:00:00,88.06
3/26/2015 16:00:00,86.29
3/27/2015 16:00:00,86.48
3/30/2015 16:00:00,88.59
3/31/2015 16:00:00,88.01
4/1/2015 16:00:00,86.13
4/2/2015 16:00:00,86.81
4/6/2015 16:00:00,88.46
4/7/2015 16:00:00,88.02
4/8/2015 16:00:00,89.41
4/9/2015 16:00:00,89.28
4/10/2015 16:00:00,89.45
4/13/2015 16:00:00,89.08
4/14/2015 16:00:00,87.4
4/15/2015 16:00:00,87.42
4/16/2015 16:00:00,85.74
4/17/2015 16:00:00,84.59
4/20/2015 16:00:00,84.87
4/21/2015 16:00:00,84.15
4/22/2015 16:00:00,85.1
4/23/2015 16:00:00,86.51
4/24/2015 16:00:00,87.12
4/27/2015 16:00:00,85.97
4/28/2015 16:00:00,86.42
4/29/2015 16:00:00,86.94
4/30/2015 16:00:00,87.48
5/1/2015 16:00:00,89.17
5/4/2015 16:00:00,88.8
5/5/2015 16:00:00,88.81
5/6/2015 16:00:00,86.98
5/7/2015 16:00:00,87.98
5/8/2015 16:00:00,88.65
5/11/2015 16:00:00,87.47
5/12/2015 16:00:00,88.02
5/13/2015 16:00:00,86.93
5/14/2015 16:00:00,85.54
5/15/2015 16:00:00,86.52
5/18/2015 16:00:00,86.64
5/19/2015 16:00:00,86.41
5/20/2015 16:00:00,86.41
5/21/2015 16:00:00,86.9
5/22/2015 16:00:00,86.91
5/26/2015 16:00:00,85.53
5/27/2015 16:00:00,94.54
5/28/2015 16:00:00,94.63
5/29/2015 16:00:00,93.73
6/1/2015 16:00:00,93.78
6/2/2015 16:00:00,94.02
6/3/2015 16:00:00,93.92
6/4/2015 16:00:00,92.86
6/5/2015 16:00:00,92.87
6/8/2015 16:00:00,92.19
6/9/2015 16:00:00,92.07
6/10/2015 16:00:00,93.11
6/11/2015 16:00:00,92.85
6/12/2015 16:00:00,92.08
6/15/2015 16:00:00,91.66
6/16/2015 16:00:00,92.16
6/17/2015 16:00:00,92.59
6/18/2015 16:00:00,93.15
6/19/2015 16:00:00,92.47
6/22/2015 16:00:00,93.26
6/23/2015 16:00:00,94.15
6/24/2015 16:00:00,93.52
6/25/2015 16:00:00,93.54
6/26/2015 16:00:00,94.24
6/29/2015 16:00:00,91.14
6/30/2015 16:00:00,91.8
7/1/2015 16:00:00,93.77
7/2/2015 16:00:00,94.02
7/6/2015 16:00:00,92.91
7/7/2015 16:00:00,94.5
7/8/2015 16:00:00,90.25
7/9/2015 16:00:00,91.03
7/10/2015 16:00:00,91.95
7/13/2015 16:00:00,93.28
7/14/2015 16:00:00,93.33
7/15/2015 16:00:00,93.68
7/16/2015 16:00:00,93.99
7/17/2015 16:00:00,92.88
7/20/2015 16:00:00,94
7/21/2015 16:00:00,93.9
7/22/2015 16:00:00,94.76
7/23/2015 16:00:00,95.24
7/24/2015 16:00:00,93.24
7/27/2015 16:00:00,90.82
7/28/2015 16:00:00,91.99
7/29/2015 16:00:00,94.38
7/30/2015 16:00:00,95
7/31/2015 16:00:00,95.7
8/3/2015 16:00:00,94.02
8/4/2015 16:00:00,94.79
8/5/2015 16:00:00,94.82
8/6/2015 16:00:00,93.26
8/7/2015 16:00:00,93.37
8/10/2015 16:00:00,95.61
8/11/2015 16:00:00,93.6
8/12/2015 16:00:00,89.75
8/13/2015 16:00:00,90.13
8/14/2015 16:00:00,90.33
8/17/2015 16:00:00,90.97
8/18/2015 16:00:00,91.55
8/19/2015 16:00:00,91.29
8/20/2015 16:00:00,88.99
8/21/2015 16:00:00,85.89
8/24/2015 16:00:00,82.99
8/25/2015 16:00:00,81.84
8/26/2015 16:00:00,85.08
8/27/2015 16:00:00,83.29
8/28/2015 16:00:00,83.61
8/31/2015 16:00:00,82.25
9/1/2015 16:00:00,79.94
9/2/2015 16:00:00,81.8
9/3/2015 16:00:00,81.38
9/4/2015 16:00:00,80.31
9/8/2015 16:00:00,81.87
9/9/2015 16:00:00,80.96
9/10/2015 16:00:00,80.2
9/11/2015 16:00:00,80.1
9/14/2015 16:00:00,79.6
9/15/2015 16:00:00,80.32
9/16/2015 16:00:00,81.44
9/17/2015 16:00:00,80.61
9/18/2015 16:00:00,79.35
9/21/2015 16:00:00,79.37
9/22/2015 16:00:00,78.71
9/23/2015 16:00:00,78.64
9/24/2015 16:00:00,77.91
9/25/2015 16:00:00,77.38
9/28/2015 16:00:00,74.88
9/29/2015 16:00:00,75.2
9/30/2015 16:00:00,77.22
10/1/2015 16:00:00,76.58
10/2/2015 16:00:00,77.9
10/5/2015 16:00:00,80.25
10/6/2015 16:00:00,79.86
10/7/2015 16:00:00,80.21
10/8/2015 16:00:00,81.67
10/9/2015 16:00:00,81.4
10/12/2015 16:00:00,80.54
10/13/2015 16:00:00,78.78
10/14/2015 16:00:00,78.81
10/15/2015 16:00:00,79.27
10/16/2015 16:00:00,79.03
10/19/2015 16:00:00,80.04
10/20/2015 16:00:00,79.9
10/21/2015 16:00:00,79.13
10/22/2015 16:00:00,79.25
10/23/2015 16:00:00,78.61
10/26/2015 16:00:00,78.89
10/27/2015 16:00:00,79.55
10/28/2015 16:00:00,81.21
10/29/2015 16:00:00,81.31
10/30/2015 16:00:00,82.44
11/2/2015 16:00:00,82.7
11/3/2015 16:00:00,83.4
11/4/2015 16:00:00,82.67
11/5/2015 16:00:00,83.99
11/6/2015 16:00:00,81.91
11/9/2015 16:00:00,80.22
11/10/2015 16:00:00,80.09
11/11/2015 16:00:00,77.39
11/12/2015 16:00:00,76.82
11/13/2015 16:00:00,74.47
11/16/2015 16:00:00,75.23
11/17/2015 16:00:00,74.13
11/18/2015 16:00:00,74.42
11/19/2015 16:00:00,74.24
11/20/2015 16:00:00,75.14
11/23/2015 16:00:00,76.55
11/24/2015 16:00:00,79.32
11/25/2015 16:00:00,80.77
11/27/2015 16:00:00,79.73
11/30/2015 16:00:00,79.68
12/1/2015 16:00:00,79.43
12/2/2015 16:00:00,77.85
12/3/2015 16:00:00,76.13
12/4/2015 16:00:00,76.88
12/7/2015 16:00:00,76.12
12/8/2015 16:00:00,76.11
12/9/2015 16:00:00,76.45
12/10/2015 16:00:00,76.49
12/11/2015 16:00:00,75.22
12/14/2015 16:00:00,73.98
12/15/2015 16:00:00,74.33
12/16/2015 16:00:00,75.51
12/17/2015 16:00:00,73.23
12/18/2015 16:00:00,71.84
12/21/2015 16:00:00,74.48
12/22/2015 16:00:00,75.98
12/23/2015 16:00:00,77.76
12/24/2015 16:00:00,76.95
12/28/2015 16:00:00,76.6
12/29/2015 16:00:00,77.62
12/30/2015 16:00:00,77.05
12/31/2015 16:00:00,76.29
1/4/2016 16:00:00,74.52
1/5/2016 16:00:00,74.3
1/6/2016 16:00:00,72.92
1/7/2016 16:00:00,70.92
1/8/2016 16:00:00,68.26
1/11/2016 16:00:00,67.84
1/12/2016 16:00:00,68.41
1/13/2016 16:00:00,66.7
1/14/2016 16:00:00,66.86
1/15/2016 16:00:00,67.65
1/19/2016 16:00:00,64.22
1/20/2016 16:00:00,61.8
1/21/2016 16:00:00,61.05
1/22/2016 16:00:00,61.65
1/25/2016 16:00:00,60.93
1/26/2016 16:00:00,62.48
1/27/2016 16:00:00,61.61
1/28/2016 16:00:00,61.38
1/29/2016 16:00:00,63.84
2/1/2016 16:00:00,64.73
2/2/2016 16:00:00,63.76
2/3/2016 16:00:00,63.76
2/4/2016 16:00:00,64.68
2/5/2016 16:00:00,63.86
2/8/2016 16:00:00,62.92
2/9/2016 16:00:00,62.17
2/10/2016 16:00:00,61.69
2/11/2016 16:00:00,60.75
2/12/2016 16:00:00,61.73
2/16/2016 16:00:00,63.24
2/17/2016 16:00:00,65.62
2/18/2016 16:00:00,65.26
2/19/2016 16:00:00,64.51
2/22/2016 16:00:00,65.26
2/23/2016 16:00:00,64.42
2/24/2016 16:00:00,64.94
2/25/2016 16:00:00,65.12
2/26/2016 16:00:00,65.46
2/29/2016 16:00:00,64.98
3/1/2016 16:00:00,67.6
3/2/2016 16:00:00,67.71
3/3/2016 16:00:00,69.1
3/4/2016 16:00:00,69.77
3/7/2016 16:00:00,70.71
3/8/2016 16:00:00,69.38
3/9/2016 16:00:00,70.2
3/10/2016 16:00:00,70.48
3/11/2016 16:00:00,71.84
3/14/2016 16:00:00,71.86
3/15/2016 16:00:00,70
3/16/2016 16:00:00,70.28
3/17/2016 16:00:00,70.12
3/18/2016 16:00:00,72.19
3/21/2016 16:00:00,71.54
3/22/2016 16:00:00,72.58
3/23/2016 16:00:00,71.98
3/24/2016 16:00:00,70.93
3/28/2016 16:00:00,71.12
3/29/2016 16:00:00,71.84
3/30/2016 16:00:00,72.59
3/31/2016 16:00:00,73.38
4/1/2016 16:00:00,73.77
4/4/2016 16:00:00,72.29
4/5/2016 16:00:00,71.75
4/6/2016 16:00:00,72.25
4/7/2016 16:00:00,70.86
4/8/2016 16:00:00,70.63
4/11/2016 16:00:00,70.83
4/12/2016 16:00:00,70.24
4/13/2016 16:00:00,71.8
4/14/2016 16:00:00,71.01
4/15/2016 16:00:00,71.18
4/18/2016 16:00:00,71.18
4/19/2016 16:00:00,71.76
4/20/2016 16:00:00,72.22
4/21/2016 16:00:00,72.18
4/22/2016 16:00:00,73.03
4/25/2016 16:00:00,72.09
4/26/2016 16:00:00,72.6
4/27/2016 16:00:00,73.36
4/28/2016 16:00:00,72.05
4/29/2016 16:00:00,71.35
5/2/2016 16:00:00,72.04
5/3/2016 16:00:00,71.06
5/4/2016 16:00:00,70.47
5/5/2016 16:00:00,70.02
5/6/2016 16:00:00,69.29
5/9/2016 16:00:00,69.35
5/10/2016 16:00:00,70.72
5/11/2016 16:00:00,66.48
5/12/2016 16:00:00,66.37
5/13/2016 16:00:00,64.43
5/16/2016 16:00:00,65.17
5/17/2016 16:00:00,64.89
5/18/2016 16:00:00,63.96
5/19/2016 16:00:00,63.28
5/20/2016 16:00:00,64.67
5/23/2016 16:00:00,63.96
5/24/2016 16:00:00,63.85
5/25/2016 16:00:00,63.89
5/26/2016 16:00:00,62.55
5/27/2016 16:00:00,62.54
5/31/2016 16:00:00,61.96
6/1/2016 16:00:00,62.33
6/2/2016 16:00:00,63.23
6/3/2016 16:00:00,63.18
6/6/2016 16:00:00,63.01
6/7/2016 16:00:00,64.3
6/8/2016 16:00:00,64
6/9/2016 16:00:00,62.52
6/10/2016 16:00:00,61.77
6/13/2016 16:00:00,61.02
6/14/2016 16:00:00,60.79
6/15/2016 16:00:00,61.72
6/16/2016 16:00:00,60.56
6/17/2016 16:00:00,61.23
6/20/2016 16:00:00,61.75
6/21/2016 16:00:00,61.64
6/22/2016 16:00:00,61.46
6/23/2016 16:00:00,62.63
6/24/2016 16:00:00,60.09
6/27/2016 16:00:00,57.48
6/28/2016 16:00:00,59.07
6/29/2016 16:00:00,60.04
6/30/2016 16:00:00,60.64
7/1/2016 16:00:00,61.3
7/5/2016 16:00:00,59.16
7/6/2016 16:00:00,59.69
7/7/2016 16:00:00,59.53
7/8/2016 16:00:00,61.35
7/11/2016 16:00:00,62.03
7/12/2016 16:00:00,62.68
7/13/2016 16:00:00,62.42
7/14/2016 16:00:00,62.79
7/15/2016 16:00:00,61.3
7/18/2016 16:00:00,61.84
7/19/2016 16:00:00,61.38
7/20/2016 16:00:00,62.39
7/21/2016 16:00:00,62.03
7/22/2016 16:00:00,62
7/25/2016 16:00:00,62
7/26/2016 16:00:00,63.31
7/27/2016 16:00:00,63.11
7/28/2016 16:00:00,63.35
7/29/2016 16:00:00,64.52
8/1/2016 16:00:00,63.69
8/2/2016 16:00:00,61.42
8/3/2016 16:00:00,61.42
8/4/2016 16:00:00,61.42
8/5/2016 16:00:00,62.75
8/8/2016 16:00:00,64.24
8/9/2016 16:00:00,63.41
8/10/2016 16:00:00,63.67
8/11/2016 16:00:00,66.25
8/12/2016 16:00:00,67.31
8/15/2016 16:00:00,67.91
8/16/2016 16:00:00,67.43
8/17/2016 16:00:00,67.27
8/18/2016 16:00:00,68.22
8/19/2016 16:00:00,68.52
8/22/2016 16:00:00,68.07
8/23/2016 16:00:00,69.13
8/24/2016 16:00:00,68.87
8/25/2016 16:00:00,73.28
8/26/2016 16:00:00,73.56
8/29/2016 16:00:00,72.98
8/30/2016 16:00:00,71.98
8/31/2016 16:00:00,71.37
9/1/2016 16:00:00,70.37
9/2/2016 16:00:00,70.08
9/6/2016 16:00:00,69.17
9/7/2016 16:00:00,69.78
9/8/2016 16:00:00,69.01
9/9/2016 16:00:00,67.27
9/12/2016 16:00:00,68.3
9/13/2016 16:00:00,68.74
9/14/2016 16:00:00,70.3
9/15/2016 16:00:00,72.66
9/16/2016 16:00:00,72.76
9/19/2016 16:00:00,71.77
9/20/2016 16:00:00,71.53
9/21/2016 16:00:00,72.27
9/22/2016 16:00:00,72.81
9/23/2016 16:00:00,72.69
9/26/2016 16:00:00,71.35
9/27/2016 16:00:00,71.65
9/28/2016 16:00:00,71.2
9/29/2016 16:00:00,71.37
9/30/2016 16:00:00,72.63
10/3/2016 16:00:00,71.71
10/4/2016 16:00:00,71.09
10/5/2016 16:00:00,72.8
10/6/2016 16:00:00,73
10/7/2016 16:00:00,73.35
10/10/2016 16:00:00,73.87
10/11/2016 16:00:00,73.47
10/12/2016 16:00:00,73.35
10/13/2016 16:00:00,72.82
10/14/2016 16:00:00,72.65
10/17/2016 16:00:00,71.9
10/18/2016 16:00:00,72.04
10/19/2016 16:00:00,73.25
10/20/2016 16:00:00,72.79
10/21/2016 16:00:00,73.37
10/24/2016 16:00:00,73.89
10/25/2016 16:00:00,73.39
10/26/2016 16:00:00,73.55
10/27/2016 16:00:00,72.83
10/28/2016 16:00:00,73.21
10/31/2016 16:00:00,73.42
11/1/2016 16:00:00,72.76
11/2/2016 16:00:00,72.45
11/3/2016 16:00:00,72.04
11/4/2016 16:00:00,72.93
11/7/2016 16:00:00,76.09
11/8/2016 16:00:00,75.62
11/9/2016 16:00:00,77.86
11/10/2016 16:00:00,80.23
11/11/2016 16:00:00,80.29
11/14/2016 16:00:00,78.1
11/15/2016 16:00:00,75.96
11/16/2016 16:00:00,76.19
11/17/2016 16:00:00,77.11
11/18/2016 16:00:00,76.35
11/21/2016 16:00:00,76.76
11/22/2016 16:00:00,76.88
11/23/2016 16:00:00,79.18
11/25/2016 16:00:00,78.06
11/28/2016 16:00:00,78.14
11/29/2016 16:00:00,80.6
11/30/2016 16:00:00,82.48
12/1/2016 16:00:00,82.51
12/2/2016 16:00:00,81.3
12/5/2016 16:00:00,83.24
12/6/2016 16:00:00,83.24
12/7/2016 16:00:00,84.35
12/8/2016 16:00:00,85.06
12/9/2016 16:00:00,85.02
12/12/2016 16:00:00,84.69
12/13/2016 16:00:00,84.21
12/14/2016 16:00:00,83.17
12/15/2016 16:00:00,81.03
12/16/2016 16:00:00,79.8
12/19/2016 16:00:00,79.94
12/20/2016 16:00:00,80.45
12/21/2016 16:00:00,80.04
12/22/2016 16:00:00,77.77
12/23/2016 16:00:00,77.13
12/27/2016 16:00:00,78.37
12/28/2016 16:00:00,77.38
12/29/2016 16:00:00,77.4
12/30/2016 16:00:00,77.43
1/3/2017 16:00:00,77.79
1/4/2017 16:00:00,79.26
